country,designation,points,price,price_GBP
US,Small Lot Reserve,84,16.0,19.2
US,Mountain Cuvée,84,19.0,22.8
France,Excellence,84,16.0,19.2
Italy,,84,20.0,24.0
Portugal,Casa de Paços,84,9.0,10.799999999999999
Portugal,Oculto Extra Bruto,84,18.0,21.599999999999998
Portugal,,84,25.0,30.0
US,American,84,25.0,30.0
US,,84,19.0,22.8
US,,84,20.0,24.0
France,Le Belvédère de Bourron,84,14.0,16.8
France,Tradition,84,15.0,18.0
France,,84,20.0,24.0
France,Cuvée Héritage,84,19.0,22.8
France,Grande Réserve,84,35.0,42.0
US,Ancestral,84,10.0,12.0
US,Reserve,84,95.0,114.0
US,,84,15.0,18.0
US,Reserve Dry,93,29.0,34.8
US,,93,30.0,36.0
US,Estate,93,45.0,54.0
France,Les Rugiens Hauts Premier Cru,93,103.0,123.6
US,Morpheus,93,40.0,48.0
France,Morgeot Premier Cru,93,90.0,108.0
France,Perrières Premier Cru,93,80.0,96.0
France,Aux Cras Premier Cru,93,50.0,60.0
Spain,Ganko,93,40.0,48.0
US,Blanc de Noirs Méthode Traditionnelle Brut,93,42.0,50.4
US,Soberanes Vineyard,93,55.0,66.0
US,Rodney's Vineyard,93,48.0,57.599999999999994
US,Pisoni Vineyard,93,70.0,84.0
US,Sierra Mar Vineyard,93,55.0,66.0
France,Domaine Clos de la Chapelle Champs Pimont Premier Cru,93,54.0,64.8
France,Domaine Clos de la Chapelle En Carelle Premier Cru,93,84.0,100.8
US,Methode A L'Ancienne,93,32.0,38.4
US,Rezerve Paul's Vineyard,93,24.0,28.799999999999997
US,,93,18.0,21.599999999999998
US,,93,35.0,42.0
US,,93,36.0,43.199999999999996
US,,93,75.0,90.0
France,Goutte d'Or Premier Cru,93,90.0,108.0
France,La Grande Montagne Premier Cru,93,90.0,108.0
US,Bourgeois,93,45.0,54.0
France,Domaine Long-Depaquit Les Vaillons Premier Cru,93,45.0,54.0
US,Shake Ridge Ranch,93,52.0,62.4
France,Les Platières Premier Cru,93,100.0,120.0
US,Brand Happy Canyon Vineyard,93,46.0,55.199999999999996
US,,93,48.0,57.599999999999994
Italy,Extra Dry,84,15.0,18.0
France,Domaine du Buyats,84,,
US,,84,14.0,16.8
Argentina,,84,12.0,14.399999999999999
Australia,The Turk Cabernet-Shiraz-Mourvèdre-Grenache,84,20.0,24.0
Italy,Pink Spago Argento rosé,84,,
Italy,Petalo il Vino dell'Amore,84,14.0,16.8
Italy,La Meirana Brut,84,,
France,,84,,
US,,84,26.0,31.2
Chile,Reserva,84,9.0,10.799999999999999
Chile,Reserva,84,11.0,13.2
Chile,,84,9.0,10.799999999999999
Argentina,,84,13.0,15.6
France,La Trinquée,84,,
Argentina,,84,13.0,15.6
Argentina,,84,11.0,13.2
Chile,Reserva,84,11.0,13.2
Chile,Reserva,84,10.0,12.0
Chile,Tributo Single Vineyard,84,20.0,24.0
Australia,Cabernet-Shiraz-Merlot,84,10.0,12.0
Argentina,,83,45.0,54.0
US,,83,20.0,24.0
Argentina,Martin Fierro,83,,
Italy,750ml,83,,
US,,91,48.0,57.599999999999994
Australia,Heytesbury,91,49.0,58.8
US,,91,32.0,38.4
US,,91,26.0,31.2
Italy,Rocchettevino,91,65.0,78.0
Austria,Terrassen Smaragd,91,30.0,36.0
Austria,Loibner Burgstall Federspiel,91,,
Australia,Isolation Ridge Vineyard,91,40.0,48.0
Italy,Le Coste,91,60.0,72.0
Austria,,91,,
US,,91,35.0,42.0
US,,91,32.0,38.4
US,Klindt Vineyard,91,38.0,45.6
Australia,,91,22.0,26.4
Australia,Wilyabrup,91,55.0,66.0
US,Squall Line Red Wine,91,28.0,33.6
Germany,Berncasteler Doctor Auslese,91,50.0,60.0
US,,91,44.0,52.8
Germany,Wehlener Sonnenuhr Kabinett,91,22.0,26.4
US,Don Miguel Vineyard Unfiltered,91,45.0,54.0
US,Wild Eyed,91,48.0,57.599999999999994
US,Small Vines,91,55.0,66.0
Austria,Grand Grü Reserve,91,30.0,36.0
Italy,Martinenga,91,55.0,66.0
Austria,Kies,91,,
US,,91,55.0,66.0
Italy,Comune di Serralunga d'Alba,91,75.0,90.0
US,1924 Limited Edition Double Black,87,12.0,14.399999999999999
US,,87,28.0,33.6
Spain,Granza Made From Organic Grapes,87,13.0,15.6
Italy,Petaso,87,27.0,32.4
US,Graham's Block 7,87,45.0,54.0
US,Parson's Ridge,87,45.0,54.0
Spain,,87,13.0,15.6
US,50-50,87,45.0,54.0
US,,87,25.0,30.0
US,,87,16.0,19.2
US,,87,23.0,27.599999999999998
US,Hyland Vineyard,87,55.0,66.0
US,Afterglow Dessert,87,40.0,48.0
Italy,Poderuccio,87,22.0,26.4
US,Coro Mendocino,87,40.0,48.0
US,Pioneer Label,87,20.0,24.0
Italy,Poggio Stella,87,17.0,20.4
US,,87,18.0,21.599999999999998
Italy,,87,19.0,22.8
US,Sierra Morena Camel Hill Vineyards,87,38.0,45.6
US,Estate,87,32.0,38.4
US,Dark,87,14.0,16.8
Italy,,87,10.0,12.0
Italy,,87,14.0,16.8
Spain,Hoya de Cadenas Night Harvest,87,12.0,14.399999999999999
Italy,Riserva,87,22.0,26.4
Spain,Barrel Fermented,87,15.0,18.0
US,,87,19.0,22.8
US,Big Cheese,87,48.0,57.599999999999994
US,,87,24.0,28.799999999999997
France,Cepages,81,7.0,8.4
France,,80,8.0,9.6
France,Vin de Pays de l'Ardeche,80,10.0,12.0
New Zealand,,80,16.0,19.2
US,La Joie,85,100.0,120.0
US,,84,45.0,54.0
US,,85,7.0,8.4
US,Genesis Schwartzman Vineyard,90,13.0,15.6
US,,87,6.0,7.199999999999999
US,Estate Series,87,16.0,19.2
US,,87,7.0,8.4
US,Reserve,86,20.0,24.0
US,Cielo,86,45.0,54.0
US,Cellarmaster's,82,7.0,8.4
Spain,Royal Corregidor Rich Old Oloroso,94,25.0,30.0
Spain,Pedro Ximenez 1827 Sweet Sherry,94,14.0,16.8
US,Rubicon,94,100.0,120.0
US,,93,48.0,57.599999999999994
Austria,Steinterrassen Federspiel,93,24.0,28.799999999999997
Spain,Oloroso Sherry,93,17.0,20.4
US,Corley Reserve,93,50.0,60.0
Austria,Lyra Zöbinger Heiligenstein,93,48.0,57.599999999999994
US,Sleepy Hollow Vineyard,93,35.0,42.0
US,,92,28.0,33.6
US,Home Ranch Vineyard,92,45.0,54.0
New Zealand,Dry,92,23.0,27.599999999999998
US,Hallberg Vineyard,90,55.0,66.0
US,Apex 39,90,38.0,45.6
US,,90,36.0,43.199999999999996
US,Bedrock Vineyard,90,43.0,51.6
Italy,Varvàra,90,28.0,33.6
France,,90,30.0,36.0
France,,90,50.0,60.0
France,,90,,
France,,90,26.0,31.2
France,,90,,
France,,90,30.0,36.0
France,,90,35.0,42.0
France,,90,28.0,33.6
France,,90,20.0,24.0
France,,90,,
France,Le Petit Lion du Marquis de las Cases,90,40.0,48.0
US,Old Hill,90,60.0,72.0
US,Ice Wine,90,60.0,72.0
US,Lingenfelder Vineyard,90,48.0,57.599999999999994
US,Andriana's Cuvee,90,20.0,24.0
US,Taken,90,30.0,36.0
Italy,Alta,90,,
Spain,Crianza,90,34.0,40.8
US,Fortis,90,150.0,180.0
Italy,Carandelle,90,25.0,30.0
US,Regan Vineyards,90,30.0,36.0
US,The Chosen Spot Ingle Vineyard,90,40.0,48.0
Italy,Vigna I Botri,90,20.0,24.0
Italy,Riserva,90,65.0,78.0
US,Upland Vineyard,90,40.0,48.0
US,,91,28.0,33.6
US,Garys' Vineyard,91,48.0,57.599999999999994
US,,91,35.0,42.0
New Zealand,Skippers Pool,91,19.0,22.8
US,,91,20.0,24.0
New Zealand,,91,15.0,18.0
France,Les Tessons,91,93.0,111.6
US,,91,55.0,66.0
US,,91,25.0,30.0
Chile,Purple Angel,91,48.0,57.599999999999994
France,Premier Cru,91,48.0,57.599999999999994
Italy,L'Arringatore,91,37.0,44.4
US,Fries Vineyard,91,20.0,24.0
US,,91,50.0,60.0
Chile,,91,70.0,84.0
US,La Cote Rousse,91,50.0,60.0
Australia,Killerman's Run,91,20.0,24.0
Chile,Bravura,91,45.0,54.0
Italy,Arcibaldo,91,65.0,78.0
US,Riverbend Red,91,32.0,38.4
US,Ciel du Cheval Vineyard Red Wine,91,40.0,48.0
US,Sleepy Hollow Vineyard,91,39.0,46.8
Australia,Cellar No. One Reserve,91,65.0,78.0
Italy,Poggiarelli,86,19.0,22.8
South Africa,Sunbird,86,13.0,15.6
Italy,,86,44.0,52.8
South Africa,Limited Release Wolfkloof,86,18.0,21.599999999999998
Chile,Reserva,86,11.0,13.2
Italy,,86,,
Chile,Alcance,86,15.0,18.0
Chile,,86,20.0,24.0
Chile,Reserva,86,14.0,16.8
Australia,The Y Series,86,12.0,14.399999999999999
US,Vino Tinto,86,22.0,26.4
France,,86,16.0,19.2
Italy,Vigna Santa Margherita,86,17.0,20.4
Italy,Tenuta Santedame,86,,
South Africa,,86,10.0,12.0
US,Chamisal Vineyards,86,38.0,45.6
Italy,,86,,
US,Hurst Vineyard,86,20.0,24.0
US,Clark & Telephone Vineyard,86,50.0,60.0
Chile,Alcance,86,15.0,18.0
Chile,Reserva,86,9.0,10.799999999999999
Italy,,86,,
US,,86,24.0,28.799999999999997
France,La Grenouille,86,,
Italy,,86,16.0,19.2
Italy,,86,19.0,22.8
US,,86,15.0,18.0
US,,86,21.0,25.2
US,Grower's Reserve Shazzam!,86,28.0,33.6
US,Two Vines,86,8.0,9.6
Italy,,86,17.0,20.4
US,Old Vines Reserve,86,30.0,36.0
Chile,,86,12.0,14.399999999999999
Italy,Corte della Meridiana Riserva,86,28.0,33.6
Italy,Etichetta Grigia,86,18.0,21.599999999999998
France,Barrel sample,86,,
Australia,,86,13.0,15.6
US,,86,95.0,114.0
US,,86,23.0,27.599999999999998
Chile,Reserva lo Mejor Illusión,86,14.0,16.8
Austria,Gottweiger Berg,86,23.0,27.599999999999998
US,Niveus,86,38.0,45.6
Argentina,Reserve,86,25.0,30.0
France,,87,,
Italy,,87,25.0,30.0
France,Clos Reginu,87,15.0,18.0
Chile,Raíces Nobles,87,20.0,24.0
France,,87,23.0,27.599999999999998
France,,87,26.0,31.2
France,Vieilles Vignes,87,20.0,24.0
Georgia,Georgian Valleys Alazani Valley,87,12.0,14.399999999999999
US,Liquidity,87,20.0,24.0
Italy,,87,30.0,36.0
New Zealand,Rocky Point,87,30.0,36.0
US,,87,30.0,36.0
France,Abymes Cuvée Gastronomie,87,14.0,16.8
France,Cuvée Gastronomie,87,19.0,22.8
Chile,Late Harvest,87,18.0,21.599999999999998
US,,87,12.0,14.399999999999999
Italy,,87,50.0,60.0
Italy,,87,25.0,30.0
France,Apremont,87,16.0,19.2
US,,87,15.0,18.0
US,Mission Grove,87,12.0,14.399999999999999
France,YL,87,28.0,33.6
Uruguay,100 Años Viñas Mendoza,87,17.0,20.4
Uruguay,Las Brujas,87,22.0,26.4
Spain,,87,24.0,28.799999999999997
US,Taste,87,70.0,84.0
Italy,,87,30.0,36.0
Italy,,87,24.0,28.799999999999997
US,Barrel Reserve,87,25.0,30.0
South Africa,Petit Verdot,87,13.0,15.6
US,Levitation,88,40.0,48.0
US,Kindred,88,20.0,24.0
US,,88,25.0,30.0
Italy,Villa Novare Albion,88,50.0,60.0
US,Reserve,88,20.0,24.0
France,,88,15.0,18.0
US,Don Miguel Vineyard,88,45.0,54.0
US,Proprietor's Limited Release,88,20.0,24.0
Spain,JME,87,25.0,30.0
Spain,Old Vine,87,18.0,21.599999999999998
Australia,DB Family Selection,87,9.0,10.799999999999999
France,Le Bois Martin,87,,
Italy,,87,19.0,22.8
Argentina,Unoaked,87,7.0,8.4
US,Monarch,87,30.0,36.0
France,,87,14.0,16.8
Croatia,Alba,87,20.0,24.0
US,Tesoro,87,47.0,56.4
France,Clos de Nouys Sec,87,,
Australia,Rosé of Sangiovese,87,16.0,19.2
US,,87,28.0,33.6
France,Brut,87,,
US,H3,87,15.0,18.0
US,Fearless Red,87,38.0,45.6
US,,87,29.0,34.8
France,Spring,87,26.0,31.2
US,Laurène,95,65.0,78.0
Germany,Kiedrich Gräfenberg Spätlese,94,92.0,110.39999999999999
US,Monarch Mine Vineyard,94,30.0,36.0
Portugal,Quinta do Cardo Grande Escolha,94,55.0,66.0
Germany,Brauneberger Juffer Sonnenuhr Auslese Goldkapsel,94,52.0,62.4
US,Canary Hill Vineyard,94,65.0,78.0
US,Carter Vineyard,94,65.0,78.0
US,Original Vines Reserve,94,45.0,54.0
France,La Forge,94,80.0,96.0
US,Goosepen Block,94,80.0,96.0
Germany,Brauneberger Juffer Auslese Goldkapsel,94,42.0,50.4
US,Shake Ridge Ranch,94,36.0,43.199999999999996
US,Merriman Vineyard,94,55.0,66.0
Portugal,,94,73.0,87.6
Germany,Scharzhofberger GL Spätlese,94,45.0,54.0
Germany,Kiedrich Turmberg Spätlese,94,92.0,110.39999999999999
Italy,,94,26.0,31.2
US,Seven Hills Vineyard,94,45.0,54.0
US,Nunes Vineyard 777,94,44.0,52.8
US,Original Vines,94,33.0,39.6
US,Estate,94,50.0,60.0
US,Distillers',94,75.0,90.0
Italy,De La Tour,94,62.0,74.39999999999999
US,Shea Vineyard,94,65.0,78.0
Germany,Abtsberg Spätlese,93,45.0,54.0
US,The Donner Party The Dalton Ranch,93,36.0,43.199999999999996
US,Audrey,93,75.0,90.0
US,,93,19.0,22.8
Italy,Riserva,88,26.0,31.2
Italy,Clemente VII Gran Selezione,88,50.0,60.0
Italy,,88,23.0,27.599999999999998
Italy,Campo del Drago,88,95.0,114.0
France,Varua Maohi Mana,88,18.0,21.599999999999998
US,Love Machine,88,40.0,48.0
Portugal,,88,30.0,36.0
US,Jane's Vineyard Virginia's Block,88,25.0,30.0
US,Estate Bottled,88,50.0,60.0
France,,88,12.0,14.399999999999999
France,Les Hauts de Guillaman,88,23.0,27.599999999999998
France,,88,28.0,33.6
US,,88,72.0,86.39999999999999
US,Grace Benoist Ranch Estate Grown,88,32.0,38.4
Italy,,88,25.0,30.0
US,,88,25.0,30.0
US,,88,16.0,19.2
Germany,Alsheimer Frühmesse Spätlese,88,14.0,16.8
France,Pigmentum,88,12.0,14.399999999999999
US,,87,24.0,28.799999999999997
US,,87,22.0,26.4
Italy,,87,19.0,22.8
Italy,Vignalaparco,87,,
Portugal,Bonavita,87,10.0,12.0
Germany,Castell Trocken,87,16.0,19.2
Italy,,87,19.0,22.8
Italy,,87,26.0,31.2
France,Domaine des Hospices Civils de Lyon,87,,
Italy,,87,21.0,25.2
Portugal,,87,15.0,18.0
US,Estate Grown,88,18.0,21.599999999999998
US,Bleu Saphir,88,58.0,69.6
US,Esola Vineyard-Old Vine,88,20.0,24.0
US,San Andreas Red,88,49.0,58.8
Spain,Finca del Marquesado Crianza,88,10.0,12.0
US,No Oak,88,21.0,25.2
Italy,Nussbaumer,88,40.0,48.0
US,Roadside Red,88,16.0,19.2
Chile,Reserva Privada,88,19.0,22.8
France,Les Deux Tours,88,16.0,19.2
France,Les Deux Tours,88,16.0,19.2
Portugal,,88,50.0,60.0
Italy,Sot Lis Rivis,88,27.0,32.4
US,,88,24.0,28.799999999999997
Italy,Stabili della Rocca,88,22.0,26.4
US,Estate Tolosa Vineyards,88,26.0,31.2
Italy,,88,21.0,25.2
Chile,Sibaris Reserva Especial,88,16.0,19.2
US,Luvisi Vineyard,88,42.0,50.4
US,The Albatross,89,80.0,96.0
Australia,Flint Rock,89,22.0,26.4
Australia,Quintet,89,125.0,150.0
US,Altitude 2401 Reserve Fair Play Farms,89,20.0,24.0
US,The Classic Four,89,25.0,30.0
US,Eagle & Plow Block 93,89,100.0,120.0
Austria,Bärnreiser,89,29.0,34.8
Canada,Qwam Qwmt,89,35.0,42.0
Italy,Magnus,89,36.0,43.199999999999996
Italy,Metiusco,89,22.0,26.4
US,Wolff Vineyard,89,85.0,102.0
US,Katherine Corkrum Estate Grown,89,50.0,60.0
Australia,The Blind Tiger Single Vineyard,89,85.0,102.0
South Africa,Quartz Stone Single Vineyard,89,45.0,54.0
Chile,Nimbus Single Vineyard,89,15.0,18.0
US,,89,28.0,33.6
US,Dowser's Cuvee,89,42.0,50.4
US,,89,28.0,33.6
South Africa,Wild Yeast,89,20.0,24.0
Austria,Nussberg,89,35.0,42.0
US,Bishop's Blend,89,25.0,30.0
US,Red Heaven Vineyard,89,30.0,36.0
US,Ghielmetti Vineyard,89,39.0,46.8
Italy,Arcangelo Negroamaro,89,14.0,16.8
Italy,,89,20.0,24.0
Canada,,89,20.0,24.0
Italy,Vigna del Melograno,89,16.0,19.2
US,,86,10.0,12.0
Chile,Reserva Estate Grown,86,11.0,13.2
Chile,Casillero del Diablo Reserva,86,12.0,14.399999999999999
Portugal,Morgado da Canita,86,7.0,8.4
US,Unoaked,86,17.0,20.4
US,,86,20.0,24.0
US,Estate Grown,86,15.0,18.0
US,Avant,86,17.0,20.4
US,Pickett Road,86,24.0,28.799999999999997
US,Beckstoffer Dr. Crane Vineyard,86,135.0,162.0
US,Brut,86,14.0,16.8
US,Extra Dry,86,14.0,16.8
Italy,Vintage Riserva Extra Brut,86,65.0,78.0
Italy,Brolese Rosé Extra Brut,86,29.0,34.8
Chile,Toro de Piedra Grand Reserve Single Vineyard,86,12.0,14.399999999999999
Chile,Puerto Viejo Estate Bottled Single Vineyard Reserve,86,10.0,12.0
Chile,Secreto,86,14.0,16.8
France,Brut Réserve,86,34.0,40.8
US,,86,18.0,21.599999999999998
Portugal,Paxis Branco,86,8.0,9.6
France,Fourchaume Premier Cru,86,35.0,42.0
US,Folin Vineyard,86,25.0,30.0
US,Bohemian Vineyard,86,40.0,48.0
France,Bulles d'Or,86,,
Germany,Eiswein,86,30.0,36.0
US,Reserve,86,20.0,24.0
Italy,Brut,86,35.0,42.0
US,Vineyard Series Doctor's Vineyard,86,40.0,48.0
US,,86,29.0,34.8
Portugal,Vinha Padre Pedro,86,9.0,10.799999999999999
Italy,Herea,85,,
Greece,,85,13.0,15.6
Israel,Reserve Kosher Petite Sirah-Zinfandel,85,25.0,30.0
US,,85,28.0,33.6
Italy,Case Ibidini,85,13.0,15.6
Spain,,85,6.0,7.199999999999999
US,,85,25.0,30.0
France,Les Cèdres,85,52.0,62.4
France,Domaine de la Becassonne,85,18.0,21.599999999999998
US,,85,12.0,14.399999999999999
US,Stone,85,29.0,34.8
Spain,,85,11.0,13.2
Greece,Réserve,85,45.0,54.0
Italy,Rosé,85,16.0,19.2
Spain,Care Crianza,85,20.0,24.0
Spain,Peromato,85,9.0,10.799999999999999
Italy,Braviolo,85,,
France,Cardus de la Cardonne,85,17.0,20.4
US,,85,30.0,36.0
Argentina,Barrel Select,87,14.0,16.8
France,Climat la Côte Rôtie,87,44.0,52.8
US,Dijon Clones,87,37.0,44.4
Italy,,87,22.0,26.4
France,,87,11.0,13.2
US,,87,24.0,28.799999999999997
France,,87,14.0,16.8
US,,87,65.0,78.0
Spain,Spring in a Bottle,87,14.0,16.8
France,Hors Classe,87,,
US,,87,69.0,82.8
Italy,Dolomiti,87,15.0,18.0
US,Grand Reserve,87,20.0,24.0
Italy,Ritratti,87,15.0,18.0
US,,87,36.0,43.199999999999996
US,,87,9.0,10.799999999999999
Argentina,,87,15.0,18.0
Spain,,87,9.0,10.799999999999999
South Africa,,87,24.0,28.799999999999997
US,Unoaked,85,13.0,15.6
Germany,Grauburgunder Trocken,85,28.0,33.6
Portugal,,85,11.0,13.2
US,,85,30.0,36.0
US,Unoaked,85,14.0,16.8
US,Reserve,85,10.0,12.0
US,,85,15.0,18.0
Spain,Estate Bottled Dry,85,13.0,15.6
US,Keefer Ranch,85,19.0,22.8
Italy,Tegole,85,6.0,7.199999999999999
US,,85,10.0,12.0
US,Barrel Fermented,85,11.0,13.2
Spain,Gran Feudo Rosé,85,12.0,14.399999999999999
Germany,Grauer Burgunder Kabinett Trocken,85,19.0,22.8
Portugal,Twin Vines,85,9.0,10.799999999999999
Portugal,Coroa D'ouro Reserva,85,12.0,14.399999999999999
France,Estate Bottled Kosher,85,25.0,30.0
Spain,Quíbia,85,15.0,18.0
Germany,Westhofener Kirchspiel Spätlese,85,32.0,38.4
US,,85,18.0,21.599999999999998
Israel,Limited Edition Kosher,85,70.0,84.0
US,Estate Reserve,85,18.0,21.599999999999998
Israel,Petit Castel Kosher,85,45.0,54.0
Spain,,85,10.0,12.0
US,,85,38.0,45.6
US,The Other,85,14.0,16.8
US,,85,14.0,16.8
Spain,,85,10.0,12.0
Spain,,85,14.0,16.8
Italy,,85,110.0,132.0
France,Emiliu,84,29.0,34.8
Argentina,,84,16.0,19.2
Argentina,,84,22.0,26.4
US,,84,10.0,12.0
Argentina,Toso Brut,84,13.0,15.6
US,Steel Plow Vineyard,84,40.0,48.0
France,Réserve Saint-Pierre,84,,
France,,84,,
US,,84,20.0,24.0
France,Loire Valley,84,15.0,18.0
US,,84,12.0,14.399999999999999
Uruguay,Grand Reserve A,84,65.0,78.0
Uruguay,Reserve Collection,84,20.0,24.0
Argentina,Estate Bottled,84,14.0,16.8
Italy,,84,25.0,30.0
France,Le Clos d'Augustin,84,15.0,18.0
Spain,,84,16.0,19.2
Argentina,Serie A,84,15.0,18.0
France,Appolonia,84,32.0,38.4
US,Raptor Private Reserve,84,29.0,34.8
Argentina,,84,17.0,20.4
US,Cuvee Blue Premium Brut,83,12.0,14.399999999999999
Argentina,Ampakama,83,11.0,13.2
Argentina,Reserve,83,14.0,16.8
South Africa,Gorgeous,83,13.0,15.6
Argentina,Elsa Bianchi,83,12.0,14.399999999999999
US,Peach Mango Demi-Sec,83,12.0,14.399999999999999
Moldova,Château d'Or Sparkling White,83,9.0,10.799999999999999
Spain,Altos de Tamaron Reserva,83,24.0,28.799999999999997
Ukraine,Brut,83,10.0,12.0
US,,91,35.0,42.0
Spain,,91,19.0,22.8
US,,91,18.0,21.599999999999998
France,Bouquet de Printemps,90,15.0,18.0
France,,90,22.0,26.4
Australia,Killerman's Run,90,20.0,24.0
France,,90,17.0,20.4
Italy,,90,26.0,31.2
Italy,Ciliegio,90,150.0,180.0
Italy,dei Togati,90,110.0,132.0
US,Varietal Collection Dijon Clone 76,90,35.0,42.0
US,Russell Family Vineyard,90,45.0,54.0
Spain,Altos de Losada,90,39.0,46.8
US,,90,45.0,54.0
US,Beacon Hill Vineyard,90,36.0,43.199999999999996
Italy,,90,125.0,150.0
US,Coro Mendocino,90,40.0,48.0
Italy,Rosso,90,35.0,42.0
US,Saralee's Vineyard,90,35.0,42.0
France,One,90,15.0,18.0
Australia,The Long Paddock,90,15.0,18.0
Italy,Re di Renieri,90,45.0,54.0
France,Clos des Chartreux,90,20.0,24.0
US,La Colina Vineyard,90,65.0,78.0
US,Betty Ann Vineyard,90,50.0,60.0
US,Ewald Vineyard,90,49.0,58.8
Italy,Aldone,90,95.0,114.0
US,,90,26.0,31.2
Australia,,90,25.0,30.0
Italy,,90,60.0,72.0
US,Dry,81,11.0,13.2
Spain,Spiga,80,29.0,34.8
US,Old Vine,80,10.0,12.0
Argentina,Phebus Reserva,80,14.0,16.8
US,,80,15.0,18.0
US,Estate Bottled,80,15.0,18.0
US,,80,12.0,14.399999999999999
US,,80,13.0,15.6
US,The Peasant,80,38.0,45.6
US,,80,18.0,21.599999999999998
France,Le Mesnil Blanc de Blancs,97,350.0,420.0
US,,95,55.0,66.0
US,Botrytised,95,55.0,66.0
US,Carneros Cuvée,95,50.0,60.0
US,Estate Grown,95,85.0,102.0
France,Vieilles Vignes de Cramant Grand Cru,95,80.0,96.0
US,Block One Champoux Vineyard,95,72.0,86.39999999999999
US,Blend 26,94,85.0,102.0
France,Grand Cru Blanc de Blancs Brut,94,61.0,73.2
France,Terre de Vertus Premier Cru,94,62.0,74.39999999999999
Austria,Zöbinger Heiligenstein Lyra,94,58.0,69.6
US,,94,70.0,84.0
US,J. Schram,94,90.0,108.0
France,Jules Réserve,89,18.0,21.599999999999998
Italy,,89,,
US,Black-Sears Vineyard,89,40.0,48.0
Spain,Crianza,89,17.0,20.4
Spain,Marqués de Rodil Especial Palo Cortado,89,45.0,54.0
Portugal,Late Bottled Vintage,89,,
US,Dixon Ranch,89,49.0,58.8
Spain,Masia Carreras,89,42.0,50.4
New Zealand,,89,17.0,20.4
Spain,,89,18.0,21.599999999999998
Spain,Selección 12 Crianza,89,15.0,18.0
US,Beastly Old Vines,89,20.0,24.0
France,Cariñu,89,14.0,16.8
France,Caractère,89,20.0,24.0
France,Retour des Palombières,89,28.0,33.6
France,La Charmille,89,24.0,28.799999999999997
US,Elton Vineyard,89,45.0,54.0
US,,89,28.0,33.6
Spain,Reserva Heredad,89,25.0,30.0
France,Tannatis,89,,
US,Dry,89,18.0,21.599999999999998
Portugal,Q de Sant'Ana,90,28.0,33.6
Chile,Q,90,15.0,18.0
US,Garys' Vineyard,90,52.0,62.4
US,Family,90,19.0,22.8
Italy,Visellio,90,,
Portugal,Catedral Reserva,90,10.0,12.0
France,Cyrano de Bergerac,90,16.0,19.2
France,,90,26.0,31.2
France,Odyssée,90,20.0,24.0
France,Cuvée le Clos,90,,
Italy,Colle dei Cerri,90,41.0,49.199999999999996
Germany,H,90,17.0,20.4
US,,90,35.0,42.0
France,Grand Terroir Syrah-Grenache-Mourvèdre,90,22.0,26.4
Italy,Ursonia,90,39.0,46.8
US,No. 76,90,30.0,36.0
US,Beckstoffer Georges III,90,95.0,114.0
US,Mernet,90,96.0,115.19999999999999
Italy,Spelt,90,20.0,24.0
US,"Rio Tinto, Silvaspoons Vineyard",90,16.0,19.2
US,Estate,90,25.0,30.0
Portugal,Colheita,90,44.0,52.8
Portugal,Alicante Bouschet+Aragonez+Trincadeira Reserva,90,18.0,21.599999999999998
Portugal,,90,20.0,24.0
US,de Villiers,90,35.0,42.0
Italy,Tre Saggi,90,20.0,24.0
Italy,Bocca di Lupo,90,40.0,48.0
US,,90,24.0,28.799999999999997
US,Carter Vineyard,90,50.0,60.0
US,Shea Vineyard,90,50.0,60.0
France,Mouton Cadet Réserve,84,,
US,,84,22.0,26.4
Italy,Biagio,84,11.0,13.2
Spain,Rosé,84,11.0,13.2
US,Reserve,84,15.0,18.0
US,Ingle Vineyard,84,18.0,21.599999999999998
US,Castelleto,84,22.0,26.4
US,,84,59.0,70.8
Israel,Special Reserve Kosher,84,38.0,45.6
US,,84,10.0,12.0
Portugal,Reserva Kosher,84,32.0,38.4
France,,84,21.0,25.2
Spain,Crianza,84,15.0,18.0
US,,84,39.0,46.8
US,,84,24.0,28.799999999999997
US,,84,18.0,21.599999999999998
US,,84,14.0,16.8
US,Sweetwater Vineyard,84,13.0,15.6
France,,83,24.0,28.799999999999997
Portugal,Adegaborba.pt,83,7.0,8.4
US,Reserve,83,16.0,19.2
US,Estate,83,18.0,21.599999999999998
Portugal,Periquita,83,,
US,Buren Vineyard Reserve,83,32.0,38.4
US,,83,15.0,18.0
US,Monte Rosso Vineyard,83,45.0,54.0
Portugal,Convento da Vila,85,7.0,8.4
Argentina,Fincas,85,14.0,16.8
Argentina,Año Cero,85,17.0,20.4
France,Domaine Guenault,85,14.0,16.8
Portugal,Monte Cascas Colheita Branco,85,13.0,15.6
Portugal,Monte Cascas Colheita,85,13.0,15.6
France,Rouge Héritage,85,18.0,21.599999999999998
France,Notorious Pink,85,17.0,20.4
France,Single Blend,85,12.0,14.399999999999999
US,,85,25.0,30.0
France,,85,12.0,14.399999999999999
France,Marestango,85,10.0,12.0
France,Terra Santa,85,10.0,12.0
Portugal,Azul Portugal,85,11.0,13.2
Argentina,Sustainably Farmed Estate Grown and Bottled,85,10.0,12.0
US,Gilbert Grande Reserve,85,39.0,46.8
France,,85,11.0,13.2
France,Domaine de la Grenaudière La Grenouille Sur Lie,85,11.0,13.2
Italy,Nubiola,85,,
